user_id,card_id,card_name,card_type,approved_at,merchant_name,merchant_category,amount,installment_months,approval_no
u_001,card_02,삼성 taptap O,신용,2025-09-06 20:57:00,티머니 대중교통,대중교통,1500,0,00100152
u_001,card_02,삼성 taptap O,신용,2025-09-07 10:38:00,11번가,온라인쇼핑,70000,0,00100408
u_001,card_01,신한카드 Deep Dream,신용,2025-09-07 11:29:00,티머니 대중교통,대중교통,1300,0,00100148
u_001,card_01,신한카드 Deep Dream,신용,2025-09-07 18:16:00,티머니 대중교통,대중교통,1600,0,00100212
u_001,card_01,신한카드 Deep Dream,신용,2025-09-07 21:44:00,유니클로 강남점,의류/패션,75500,0,00100442
u_001,card_01,신한카드 Deep Dream,신용,2025-09-08 07:18:00,교보문고,문화/여가,43200,0,00100451
u_001,card_02,삼성 taptap O,신용,2025-09-08 08:58:00,투썸플레이스 선릉점,카페/커피,2300,0,00100059
u_001,card_01,신한카드 Deep Dream,신용,2025-09-08 09:27:00,티머니 대중교통,대중교통,1500,0,00100138
u_001,card_01,신한카드 Deep Dream,신용,2025-09-08 10:59:00,이마트24 선릉점,편의점,6100,0,00100135
u_001,card_01,신한카드 Deep Dream,신용,2025-09-08 11:41:00,컴포즈커피 논현점,카페/커피,6100,0,00100026
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-08 14:37:00,티머니 대중교통,대중교통,1500,0,00100185
u_001,card_01,신한카드 Deep Dream,신용,2025-09-08 14:42:00,스시로,외식,26900,0,00100381
u_001,card_01,신한카드 Deep Dream,신용,2025-09-08 21:36:00,배달의민족,배달음식,27600,0,00100320
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-09 09:09:00,교촌치킨,외식,31000,0,00100353
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-09 09:56:00,GS25 테헤란로점,편의점,10600,0,00100093
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-09 10:18:00,티머니 대중교통,대중교통,1300,0,00100207
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-09 12:49:00,백종원의 새마을식당,외식,58300,0,00100349
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-09 13:50:00,티머니 대중교통,대중교통,1300,0,00100274
u_001,card_01,신한카드 Deep Dream,신용,2025-09-09 20:37:00,다이소 역삼점,뷰티/드럭,48400,0,00100433
u_001,card_01,신한카드 Deep Dream,신용,2025-09-10 11:21:00,티머니 대중교통,대중교통,1400,0,00100259
u_001,card_02,삼성 taptap O,신용,2025-09-10 19:43:00,유튜브 프리미엄,구독/OTT,14900,0,00100014
u_001,card_01,신한카드 Deep Dream,신용,2025-09-11 15:48:00,올리브영 강남점,뷰티/드럭,24100,0,00100437
u_001,card_01,신한카드 Deep Dream,신용,2025-09-11 22:26:00,홈플러스 영등포점,대형마트,72200,0,00100397
u_001,card_01,신한카드 Deep Dream,신용,2025-09-12 12:21:00,이마트24 선릉점,편의점,8700,0,00100119
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-12 18:43:00,메가커피 역삼점,카페/커피,4900,0,00100050
u_001,card_02,삼성 taptap O,신용,2025-09-13 08:26:00,백종원의 새마을식당,외식,54500,0,00100356
u_001,card_02,삼성 taptap O,신용,2025-09-13 13:35:00,예스24,문화/여가,27900,0,00100456
u_001,card_02,삼성 taptap O,신용,2025-09-13 22:59:00,티머니 대중교통,대중교통,1300,0,00100189
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-14 08:41:00,티머니 대중교통,대중교통,1500,0,00100144
u_001,card_01,신한카드 Deep Dream,신용,2025-09-14 12:20:00,스시로,외식,17900,0,00100394
u_001,card_01,신한카드 Deep Dream,신용,2025-09-14 15:19:00,박승철헤어스투디오,미용실,70900,0,00100459
u_001,card_02,삼성 taptap O,신용,2025-09-14 15:46:00,G마켓,온라인쇼핑,56500,0,00100430
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-14 17:12:00,티머니 대중교통,대중교통,1400,0,00100294
u_001,card_02,삼성 taptap O,신용,2025-09-14 17:16:00,티머니 대중교통,대중교통,1600,0,00100275
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-15 09:08:00,배달의민족,배달음식,13600,0,00100333
u_001,card_02,삼성 taptap O,신용,2025-09-15 16:50:00,쿠팡이츠,배달음식,26500,0,00100314
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-15 19:50:00,티머니 대중교통,대중교통,1400,0,00100164
u_001,card_01,신한카드 Deep Dream,신용,2025-09-15 21:05:00,쿠팡 와우멤버십,구독/커머스,7890,0,00100019
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-15 21:39:00,쿠팡이츠,배달음식,33900,0,00100340
u_001,card_01,신한카드 Deep Dream,신용,2025-09-16 09:18:00,백종원의 새마을식당,외식,50100,0,00100351
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-16 10:10:00,GS25 테헤란로점,편의점,3000,0,00100083
u_001,card_01,신한카드 Deep Dream,신용,2025-09-16 14:17:00,티머니 대중교통,대중교통,1400,0,00100213
u_001,card_01,신한카드 Deep Dream,신용,2025-09-17 14:31:00,11번가,온라인쇼핑,93900,0,00100425
u_001,card_01,신한카드 Deep Dream,신용,2025-09-17 16:54:00,티머니 대중교통,대중교통,1500,0,00100175
u_001,card_01,신한카드 Deep Dream,신용,2025-09-17 19:15:00,티머니 대중교통,대중교통,1400,0,00100188
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-18 09:56:00,티머니 대중교통,대중교통,1600,0,00100223
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-18 12:10:00,티머니 대중교통,대중교통,1500,0,00100242
u_001,card_02,삼성 taptap O,신용,2025-09-18 12:55:00,메가커피 역삼점,카페/커피,5400,0,00100027
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-18 13:12:00,컴포즈커피 논현점,카페/커피,4400,0,00100040
u_001,card_02,삼성 taptap O,신용,2025-09-18 14:01:00,스포티파이,구독/음악,11990,0,00100020
u_001,card_02,삼성 taptap O,신용,2025-09-18 17:14:00,빕스 강남점,외식,58000,0,00100375
u_001,card_02,삼성 taptap O,신용,2025-09-18 18:05:00,스시로,외식,10800,0,00100392
u_001,card_01,신한카드 Deep Dream,신용,2025-09-18 20:24:00,스시로,외식,39500,0,00100363
u_001,card_01,신한카드 Deep Dream,신용,2025-09-18 22:11:00,티머니 대중교통,대중교통,1400,0,00100271
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-19 07:45:00,CU 강남역점,편의점,10600,0,00100125
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-19 11:37:00,G마켓,온라인쇼핑,58200,0,00100417
u_001,card_01,신한카드 Deep Dream,신용,2025-09-19 16:20:00,다이소 역삼점,뷰티/드럭,48000,0,00100439
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-19 19:24:00,한촌설렁탕,외식,54600,0,00100367
u_001,card_02,삼성 taptap O,신용,2025-09-19 23:08:00,이마트24 선릉점,편의점,8500,0,00100076
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-20 13:19:00,티머니 대중교통,대중교통,1400,0,00100290
u_001,card_01,신한카드 Deep Dream,신용,2025-09-20 14:23:00,쿠팡,온라인쇼핑,24900,0,00100424
u_001,card_01,신한카드 Deep Dream,신용,2025-09-21 08:15:00,롯데마트 서울역점,대형마트,37000,0,00100401
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-21 21:54:00,티머니 대중교통,대중교통,1500,0,00100151
u_001,card_01,신한카드 Deep Dream,신용,2025-09-22 13:03:00,티머니 대중교통,대중교통,1600,0,00100169
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-22 13:35:00,티머니 대중교통,대중교통,1400,0,00100301
u_001,card_02,삼성 taptap O,신용,2025-09-22 17:29:00,GS25 테헤란로점,편의점,8400,0,00100088
u_001,card_01,신한카드 Deep Dream,신용,2025-09-22 21:27:00,CU 강남역점,편의점,9300,0,00100112
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-23 09:01:00,네이버쇼핑,온라인쇼핑,24000,0,00100411
u_001,card_01,신한카드 Deep Dream,신용,2025-09-23 10:44:00,쿠팡이츠,배달음식,24600,0,00100321
u_001,card_02,삼성 taptap O,신용,2025-09-23 20:43:00,티머니 대중교통,대중교통,1500,0,00100281
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-24 08:37:00,티머니 대중교통,대중교통,1500,0,00100173
u_001,card_02,삼성 taptap O,신용,2025-09-24 08:42:00,티머니 대중교통,대중교통,1600,0,00100284
u_001,card_02,삼성 taptap O,신용,2025-09-24 09:40:00,CU 강남역점,편의점,5800,0,00100097
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-24 17:08:00,GS25 테헤란로점,편의점,9500,0,00100110
u_001,card_01,신한카드 Deep Dream,신용,2025-09-24 18:39:00,배달의민족,배달음식,17600,0,00100317
u_001,card_01,신한카드 Deep Dream,신용,2025-09-25 10:48:00,이디야커피 삼성점,카페/커피,3300,0,00100030
u_001,card_01,신한카드 Deep Dream,신용,2025-09-25 15:29:00,세븐일레븐 역삼점,편의점,5900,0,00100094
u_001,card_01,신한카드 Deep Dream,신용,2025-09-25 18:01:00,SK텔레콤,통신비,55000,0,00100006
u_001,card_01,신한카드 Deep Dream,신용,2025-09-26 15:08:00,빕스 강남점,외식,35500,0,00100386
u_001,card_01,신한카드 Deep Dream,신용,2025-09-26 19:21:00,티머니 대중교통,대중교통,1300,0,00100249
u_001,card_02,삼성 taptap O,신용,2025-09-26 23:24:00,이디야커피 삼성점,카페/커피,2400,0,00100034
u_001,card_01,신한카드 Deep Dream,신용,2025-09-27 09:42:00,롯데마트 서울역점,대형마트,30700,0,00100402
u_001,card_01,신한카드 Deep Dream,신용,2025-09-27 17:22:00,홈플러스 영등포점,대형마트,38700,0,00100399
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-27 19:30:00,스시로,외식,44900,0,00100344
u_001,card_01,신한카드 Deep Dream,신용,2025-09-27 19:34:00,CU 강남역점,편의점,12000,0,00100104
u_001,card_01,신한카드 Deep Dream,신용,2025-09-27 19:54:00,네이버쇼핑,온라인쇼핑,91200,0,00100423
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-27 23:41:00,티머니 대중교통,대중교통,1500,0,00100200
u_001,card_02,삼성 taptap O,신용,2025-09-28 16:43:00,티머니 대중교통,대중교통,1300,0,00100266
u_001,card_01,신한카드 Deep Dream,신용,2025-09-28 18:23:00,이디야커피 삼성점,카페/커피,2800,0,00100044
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-28 20:06:00,티머니 대중교통,대중교통,1300,0,00100149
u_001,card_01,신한카드 Deep Dream,신용,2025-09-28 20:29:00,티머니 대중교통,대중교통,1300,0,00100256
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-29 14:58:00,메가커피 역삼점,카페/커피,4600,0,00100065
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-29 17:09:00,티머니 대중교통,대중교통,1300,0,00100227
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-29 18:22:00,티머니 대중교통,대중교통,1400,0,00100235
u_001,card_01,신한카드 Deep Dream,신용,2025-09-29 20:44:00,쿠팡이츠,배달음식,15500,0,00100326
u_001,card_01,신한카드 Deep Dream,신용,2025-09-29 21:05:00,CU 강남역점,편의점,6500,0,00100108
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-30 13:10:00,티머니 대중교통,대중교통,1400,0,00100195
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-30 14:42:00,CU 강남역점,편의점,10300,0,00100118
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-30 16:07:00,GS25 테헤란로점,편의점,10200,0,00100107
u_001,card_01,신한카드 Deep Dream,신용,2025-09-30 19:06:00,티머니 대중교통,대중교통,1500,0,00100253
u_001,card_03,카카오뱅크 체크카드,체크,2025-09-30 20:49:00,메가커피 역삼점,카페/커피,6600,0,00100054
u_001,card_02,삼성 taptap O,신용,2025-10-01 14:09:00,메가박스 코엑스,문화/여가,23900,0,00100874
u_001,card_02,삼성 taptap O,신용,2025-10-02 15:01:00,빕스 강남점,외식,56700,0,00100795
u_001,card_02,삼성 taptap O,신용,2025-10-02 15:17:00,이마트24 선릉점,편의점,4400,0,00100561
u_001,card_01,신한카드 Deep Dream,신용,2025-10-02 17:13:00,다이소 역삼점,뷰티/드럭,26800,0,00100848
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-02 18:29:00,투썸플레이스 선릉점,카페/커피,3900,0,00100525
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-02 19:13:00,배달의민족,배달음식,22900,0,00100775
u_001,card_02,삼성 taptap O,신용,2025-10-03 08:17:00,교촌치킨,외식,14300,0,00100804
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-03 17:52:00,CU 강남역점,편의점,2500,0,00100539
u_001,card_02,삼성 taptap O,신용,2025-10-03 18:30:00,스타벅스 강남점,카페/커피,3300,0,00100524
u_001,card_01,신한카드 Deep Dream,신용,2025-10-03 19:23:00,쿠팡,온라인쇼핑,20200,0,00100833
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-04 10:29:00,배달의민족,배달음식,15200,0,00100758
u_001,card_01,신한카드 Deep Dream,신용,2025-10-04 12:07:00,쿠팡이츠,배달음식,24000,0,00100773
u_001,card_02,삼성 taptap O,신용,2025-10-04 15:46:00,티머니 대중교통,대중교통,1500,0,00100643
u_001,card_02,삼성 taptap O,신용,2025-10-04 17:43:00,이디야커피 삼성점,카페/커피,2500,0,00100505
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-04 20:49:00,올리브영 강남점,뷰티/드럭,26300,0,00100858
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-04 22:27:00,11번가,온라인쇼핑,62800,0,00100846
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-05 09:15:00,컴포즈커피 논현점,카페/커피,3200,0,00100506
u_001,card_01,신한카드 Deep Dream,신용,2025-10-05 11:13:00,넷플릭스,구독/OTT,13500,0,00100471
u_001,card_02,삼성 taptap O,신용,2025-10-05 17:21:00,쿠팡,온라인쇼핑,81900,0,00100839
u_001,card_02,삼성 taptap O,신용,2025-10-05 19:30:00,스시로,외식,57600,0,00100789
u_001,card_01,신한카드 Deep Dream,신용,2025-10-05 22:21:00,티머니 대중교통,대중교통,1500,0,00100641
u_001,card_02,삼성 taptap O,신용,2025-10-06 19:36:00,박승철헤어스투디오,미용실,46300,0,00100883
u_001,card_01,신한카드 Deep Dream,신용,2025-10-08 07:26:00,티머니 대중교통,대중교통,1600,0,00100589
u_001,card_02,삼성 taptap O,신용,2025-10-08 09:40:00,티머니 대중교통,대중교통,1600,0,00100668
u_001,card_01,신한카드 Deep Dream,신용,2025-10-08 11:16:00,티머니 대중교통,대중교통,1600,0,00100722
u_001,card_02,삼성 taptap O,신용,2025-10-08 15:44:00,배달의민족,배달음식,33200,0,00100751
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-08 18:09:00,티머니 대중교통,대중교통,1300,0,00100593
u_001,card_01,신한카드 Deep Dream,신용,2025-10-08 19:02:00,티머니 대중교통,대중교통,1500,0,00100628
u_001,card_02,삼성 taptap O,신용,2025-10-08 22:20:00,배달의민족,배달음식,27400,0,00100748
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-09 18:08:00,스타벅스 강남점,카페/커피,2400,0,00100496
u_001,card_01,신한카드 Deep Dream,신용,2025-10-09 20:08:00,백종원의 새마을식당,외식,61300,0,00100784
u_001,card_01,신한카드 Deep Dream,신용,2025-10-10 07:34:00,투썸플레이스 선릉점,카페/커피,3900,0,00100490
u_001,card_02,삼성 taptap O,신용,2025-10-10 16:46:00,유튜브 프리미엄,구독/OTT,14900,0,00100476
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-10 17:29:00,이마트24 선릉점,편의점,12400,0,00100569
u_001,card_01,신한카드 Deep Dream,신용,2025-10-10 17:43:00,티머니 대중교통,대중교통,1300,0,00100709
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-10 19:05:00,티머니 대중교통,대중교통,1500,0,00100726
u_001,card_01,신한카드 Deep Dream,신용,2025-10-11 10:34:00,티머니 대중교통,대중교통,1600,0,00100729
u_001,card_01,신한카드 Deep Dream,신용,2025-10-11 10:59:00,홈플러스 영등포점,대형마트,115200,0,00100826
u_001,card_02,삼성 taptap O,신용,2025-10-11 13:12:00,티머니 대중교통,대중교통,1500,0,00100625
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-11 13:44:00,GS25 테헤란로점,편의점,12500,0,00100568
u_001,card_02,삼성 taptap O,신용,2025-10-11 15:15:00,티머니 대중교통,대중교통,1300,0,00100674
u_001,card_01,신한카드 Deep Dream,신용,2025-10-11 19:55:00,세븐일레븐 역삼점,편의점,5600,0,00100574
u_001,card_02,삼성 taptap O,신용,2025-10-12 07:16:00,백종원의 새마을식당,외식,60800,0,00100785
u_001,card_01,신한카드 Deep Dream,신용,2025-10-13 17:27:00,이디야커피 삼성점,카페/커피,5700,0,00100514
u_001,card_01,신한카드 Deep Dream,신용,2025-10-14 09:55:00,티머니 대중교통,대중교통,1500,0,00100678
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-14 12:19:00,티머니 대중교통,대중교통,1400,0,00100616
u_001,card_01,신한카드 Deep Dream,신용,2025-10-14 19:16:00,티머니 대중교통,대중교통,1600,0,00100646
u_001,card_01,신한카드 Deep Dream,신용,2025-10-14 19:20:00,홈플러스 영등포점,대형마트,72400,0,00100822
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-14 21:52:00,CU 강남역점,편의점,3400,0,00100534
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-15 12:55:00,메가커피 역삼점,카페/커피,4800,0,00100504
u_001,card_01,신한카드 Deep Dream,신용,2025-10-15 19:07:00,롯데마트 서울역점,대형마트,94300,0,00100816
u_001,card_01,신한카드 Deep Dream,신용,2025-10-15 23:33:00,쿠팡 와우멤버십,구독/커머스,7890,0,00100481
u_001,card_01,신한카드 Deep Dream,신용,2025-10-15 23:38:00,티머니 대중교통,대중교통,1600,0,00100588
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-16 12:43:00,티머니 대중교통,대중교통,1500,0,00100662
u_001,card_02,삼성 taptap O,신용,2025-10-16 13:18:00,티머니 대중교통,대중교통,1300,0,00100702
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-16 14:58:00,티머니 대중교통,대중교통,1400,0,00100602
u_001,card_02,삼성 taptap O,신용,2025-10-16 16:58:00,스시로,외식,35300,0,00100799
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-17 12:50:00,티머니 대중교통,대중교통,1600,0,00100609
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-17 12:52:00,티머니 대중교통,대중교통,1500,0,00100733
u_001,card_02,삼성 taptap O,신용,2025-10-18 12:06:00,스포티파이,구독/음악,11990,0,00100488
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-18 18:49:00,컴포즈커피 논현점,카페/커피,5400,0,00100511
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-19 09:48:00,컴포즈커피 논현점,카페/커피,2500,0,00100516
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-19 15:26:00,이마트24 선릉점,편의점,8600,0,00100564
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-19 15:30:00,티머니 대중교통,대중교통,1500,0,00100619
u_001,card_02,삼성 taptap O,신용,2025-10-20 17:14:00,티머니 대중교통,대중교통,1600,0,00100682
u_001,card_02,삼성 taptap O,신용,2025-10-20 17:42:00,자라 코엑스점,의류/패션,117500,0,00100865
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-20 20:54:00,티머니 대중교통,대중교통,1600,0,00100652
u_001,card_01,신한카드 Deep Dream,신용,2025-10-21 07:51:00,티머니 대중교통,대중교통,1400,0,00100686
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-21 10:11:00,투썸플레이스 선릉점,카페/커피,3700,0,00100521
u_001,card_02,삼성 taptap O,신용,2025-10-21 12:26:00,CGV 강남,문화/여가,14000,0,00100878
u_001,card_02,삼성 taptap O,신용,2025-10-21 12:28:00,롯데마트 서울역점,대형마트,113300,0,00100818
u_001,card_02,삼성 taptap O,신용,2025-10-21 13:24:00,티머니 대중교통,대중교통,1500,0,00100696
u_001,card_02,삼성 taptap O,신용,2025-10-21 14:38:00,명동교자,외식,47400,0,00100809
u_001,card_02,삼성 taptap O,신용,2025-10-21 22:17:00,쿠팡이츠,배달음식,15200,0,00100763
u_001,card_01,신한카드 Deep Dream,신용,2025-10-21 22:19:00,배달의민족,배달음식,25400,0,00100755
u_001,card_01,신한카드 Deep Dream,신용,2025-10-22 12:42:00,대한항공,여행/숙박,768000,0,00100887
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-22 13:35:00,올리브영 강남점,뷰티/드럭,39600,0,00100851
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-22 18:42:00,투썸플레이스 선릉점,카페/커피,3900,0,00100532
u_001,card_02,삼성 taptap O,신용,2025-10-22 19:56:00,쿠팡이츠,배달음식,29700,0,00100762
u_001,card_01,신한카드 Deep Dream,신용,2025-10-23 18:19:00,무신사,의류/패션,64100,0,00100868
u_001,card_01,신한카드 Deep Dream,신용,2025-10-23 22:54:00,배달의민족,배달음식,24100,0,00100766
u_001,card_01,신한카드 Deep Dream,신용,2025-10-24 12:43:00,세븐일레븐 역삼점,편의점,6800,0,00100554
u_001,card_02,삼성 taptap O,신용,2025-10-24 18:52:00,티머니 대중교통,대중교통,1500,0,00100634
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-24 20:23:00,티머니 대중교통,대중교통,1600,0,00100743
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-24 21:49:00,티머니 대중교통,대중교통,1300,0,00100716
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-25 11:35:00,이마트24 선릉점,편의점,9700,0,00100581
u_001,card_02,삼성 taptap O,신용,2025-10-25 15:14:00,명동교자,외식,32700,0,00100794
u_001,card_01,신한카드 Deep Dream,신용,2025-10-25 19:48:00,SK텔레콤,통신비,55000,0,00100465
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-25 20:23:00,티머니 대중교통,대중교통,1400,0,00100736
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-25 21:41:00,티머니 대중교통,대중교통,1600,0,00100723
u_001,card_01,신한카드 Deep Dream,신용,2025-10-26 09:23:00,티머니 대중교통,대중교통,1500,0,00100742
u_001,card_01,신한카드 Deep Dream,신용,2025-10-26 23:08:00,한촌설렁탕,외식,48100,0,00100783
u_001,card_02,삼성 taptap O,신용,2025-10-27 11:23:00,이마트24 선릉점,편의점,1500,0,00100579
u_001,card_02,삼성 taptap O,신용,2025-10-27 18:38:00,배달의민족,배달음식,26900,0,00100774
u_001,card_02,삼성 taptap O,신용,2025-10-27 20:14:00,배달의민족,배달음식,30200,0,00100778
u_001,card_01,신한카드 Deep Dream,신용,2025-10-28 13:01:00,티머니 대중교통,대중교통,1300,0,00100669
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-28 17:30:00,스타벅스 강남점,카페/커피,6000,0,00100500
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-28 18:17:00,GS25 테헤란로점,편의점,10900,0,00100559
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-28 18:56:00,티머니 대중교통,대중교통,1500,0,00100659
u_001,card_01,신한카드 Deep Dream,신용,2025-10-29 22:37:00,티머니 대중교통,대중교통,1400,0,00100689
u_001,card_02,삼성 taptap O,신용,2025-10-30 12:53:00,티머니 대중교통,대중교통,1600,0,00100597
u_001,card_01,신한카드 Deep Dream,신용,2025-10-30 18:44:00,이마트24 선릉점,편의점,6200,0,00100543
u_001,card_03,카카오뱅크 체크카드,체크,2025-10-31 15:04:00,티머니 대중교통,대중교통,1400,0,00100735
u_001,card_02,삼성 taptap O,신용,2025-10-31 17:56:00,이마트24 선릉점,편의점,6000,0,00100547
u_001,card_01,신한카드 Deep Dream,신용,2025-11-01 08:49:00,티머니 대중교통,대중교통,1300,0,00101169
u_001,card_03,카카오뱅크 체크카드,체크,2025-11-02 11:49:00,티머니 대중교통,대중교통,1400,0,00101129
u_001,card_03,카카오뱅크 체크카드,체크,2025-11-02 14:55:00,G마켓,온라인쇼핑,47000,0,00101279
u_001,card_01,신한카드 Deep Dream,신용,2025-11-02 18:36:00,이마트 성수점,대형마트,31700,0,00101251
u_001,card_02,삼성 taptap O,신용,2025-11-03 13:56:00,스시로,외식,38500,0,00101228
u_001,card_02,삼성 taptap O,신용,2025-11-03 15:40:00,티머니 대중교통,대중교통,1500,0,00101115
u_001,card_01,신한카드 Deep Dream,신용,2025-11-03 21:09:00,티머니 대중교통,대중교통,1600,0,00101076
u_001,card_01,신한카드 Deep Dream,신용,2025-11-04 09:15:00,티머니 대중교통,대중교통,1600,0,00101098
u_001,card_01,신한카드 Deep Dream,신용,2025-11-04 19:42:00,이마트24 선릉점,편의점,10600,0,00101016
u_001,card_01,신한카드 Deep Dream,신용,2025-11-05 19:07:00,넷플릭스,구독/OTT,13500,0,00100892
u_001,card_01,신한카드 Deep Dream,신용,2025-11-05 19:32:00,티머니 대중교통,대중교통,1300,0,00101038
u_001,card_02,삼성 taptap O,신용,2025-11-06 12:35:00,이디야커피 삼성점,카페/커피,3100,0,00100918
u_001,card_01,신한카드 Deep Dream,신용,2025-11-07 12:38:00,다이소 역삼점,뷰티/드럭,46200,0,00101294
u_001,card_03,카카오뱅크 체크카드,체크,2025-11-07 15:57:00,배달의민족,배달음식,16000,0,00101195
u_001,card_03,카카오뱅크 체크카드,체크,2025-11-07 20:52:00,투썸플레이스 선릉점,카페/커피,4900,0,00100946
